Description,Barangay,City,Province,Price_PHP,Bedrooms,Bath,Floor_area_sqm,Land_area_sqm
"2BR Condo Unit with Balcony for Sale in Legacy Leisure Residences, Ma-a, Davao City |...",Ma-A,Davao,Davao Del Sur,8645982,2,2,77,
"3-Bedroom Unit (S03D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22111600,3,2,98,
"1-Bedroom Unit (S35D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"3BR Unit for Sale in Suntrust Amadea Tower 2, Quezon City, 7.1M",Paligsahan,Quezon City,Metro Manila,7123896,3,2,46,
"For Sale: Studio Unit in Suntrust Kirana, Pasig City",Pinagbuhatan,Pasig,Metro Manila,3297501,1,1,27,
"Pre-Selling 2-Bedroom Unit in Acacia Escalades B, Pasig City",Manggahan,Pasig,Metro Manila,5700000,2,,,
"Loft Unit for Sale in AMA Tower Residences, Wack-Wack Greenhills Mandaluyong|32J",Wack-Wack Greenhills,Mandaluyong,Metro Manila,16088526,1,1,63,
"2-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3",San Antonio,Davao,Davao Del Sur,10760000,2,2,76,
"Duplex House and Lot Side by Side Roadside for Sale in Ajoya Capas, Tarlac - with Spe...",Talaga,Capas,Tarlac,2800000,,,66,79
"Single Detached Bungalow House (Aeon Combined) for Sale in Suntrust Sentosa, Calamba,...",Punta,Calamba,Laguna,3124880,2,,71,120
"Lot for Sale in Priveya Hills, Mandaue, Cebu - with Special Offer",Tawason,Mandaue,Cebu,13400000,,,,661
"Condominium with 3 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,7802700,3,2,54,
"2-Bedroom Single Attached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...",Valle Cruz,Cabanatuan,Nueva Ecija,3800000,2,,74,88
2-Storey 4BR Single Detached House and Lot (Washington Model) for Sale in Washington ...,Sampaloc II,Dasmarinas,Cavite,9614253,4,,103,168
"3-Bedroom Unit for Sale in Suntrust Asmara Tower 1, New Manila, Quezon City",New Manila,Quezon City,Metro Manila,8229500,3,2,53,
Pre-Selling 2BR (126.1 sqm) at The Residences At The Westin Manila Sonata Place,Ortigas CBD,Pasig,Metro Manila,31083715,2,,126,
"2-Bedroom Unit (55F) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,39655000,2,2,110,
"4-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite -ADELLE Model",Alapan II-A,Imus,Cavite,2671400,4,,70,60
Pre-Selling 2BR (160.17 sqm) at The Residences At The Westin Manila Sonata Place,Ortigas CBD,Pasig,Metro Manila,41479493,2,,160,
"RFO 1BR Unit (43.24 sqm) for Sale - The Trion Towers 3, BGC Taguig",McKinley Hill,Taguig,Metro Manila,13900000,1,1,43,
"1BR Condo Unit for Sale at Camella Manors Bacolod in Mandalagan, Bacolod City | RFO",Mandalagan,Bacolod,Negros Occidental,4926000,1,1,30,
"Studio Unit (51G) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,10800000,1,1,34,
"Offices at The Galleon - Prime Unit (10J) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31218000,,,93,
"1-Bedroom Unit for Sale in 88 Gibraltar Tower 1, Gibraltar, Baguio",Gibraltar,Baguio,Benguet,6577000,1,1,34,
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,Manibaug Paralaya,Porac,Pampanga,8215525,4,,144,154
"Studio (3917) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8872000,1,,35,
"1-Bedroom Unit (S47F) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12925800,1,1,50,
"Condominium with 2 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"1-Bedroom Unit (N16E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,10908800,1,1,51,
"1-Bedroom Unit (45K) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,23119000,1,1,66,
"Offices at The Galleon - Prime Unit (10G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,27408000,,,82,
"Offices at The Galleon - Prime Unit (27F) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,38824000,,,111,
"Offices at The Galleon - Prime Unit (12G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,25284000,,,82,
"Offices at The Galleon - Prime Unit (22I) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31991000,,,93,
"Offices at The Galleon - Prime Unit (16G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,27608000,,,82,
"Offices at The Galleon - Prime Unit (20J) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31632000,,,93,
"2-Bedroom Unit (3318) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,27083000,2,,89,
"The Glaston Tower - Office Unit, Prime Suite (14M) for Sale in Ortigas East, Pasig Ci...",Ugong,Pasig,Metro Manila,33705000,,,132,
"Offices at The Galleon - Prime Unit (34M) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,33297000,,,95,
"2-Bedroom Unit (2512) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,25136000,2,1,89,
"2-Bedroom Unit (39O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,34871000,2,2,106,
"1-Bedroom Unit (N57C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12962200,1,1,52,
"1-Bedroom Unit (2607) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15155000,1,1,53,
"1-Bedroom Unit (1415) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15669000,1,,58,
"Studio (3817) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8957000,1,,35,
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...",Manibaug Paralaya,Porac,Pampanga,3177163,3,,78,63
"2-Bedroom Unit (25H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42045000,2,2,114,
"1-Bedroom Unit (S57C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11345600,1,1,48,
"1-Bedroom Unit (54C) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,21549000,1,1,65,
"2-Bedroom Unit (2901) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,27405000,2,1,89,
"1 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,6500000,1,1,40,
"1-Bedroom Unit (1026) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16052000,1,,58,
"1-Bedroom Unit (1410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15422000,1,1,58,
"1-Bedroom Unit (20K) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,22403000,1,1,67,
"1-Bedroom Unit (10F) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,21663000,1,1,67,
"Studio Deluxe (47E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,13323000,1,1,46,
"1-Bedroom Unit (3614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16205000,1,,57,
"1-Bedroom Unit for Sale in 88 Gibraltar Tower 1, Gibraltar, Baguio",Gibraltar,Baguio,Benguet,6577000,1,1,34,
"2-Bedroom Unit (27B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,32334000,2,2,104,
"1-Bedroom Unit (1114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15422000,1,,58,
"Studio (3212) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8323000,1,,35,
"1-Bedroom Unit (918) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15162000,1,,56,
"1-Bedroom Unit (921) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15162000,1,,56,
"1-Bedroom Unit (S58F) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11783400,1,1,47,
"1-Bedroom Unit (3903) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16618000,1,,57,
"1-Bedroom Unit (S48C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11379200,1,1,48,
"1-Bedroom Unit (3111) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15972000,1,,58,
"1-Bedroom Unit (S52C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13096600,1,1,52,
"2-Bedroom Unit (29E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42559000,2,2,114,
"2-Bedroom Unit (N59A) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17530800,2,2,73,
"2-Bedroom Unit (21H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,41821000,2,2,114,
"Studio (4007) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8577000,1,,35,
"1-Bedroom Unit (1914) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15692000,1,1,58,
"1-Bedroom Unit (2107) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15695000,1,1,56,
"1-Bedroom Unit (3410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16042000,1,,58,
"1-Bedroom Unit (S46D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11088000,1,1,47,
"1-Bedroom Unit (N57C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12962200,1,1,52,
"Offices at The Galleon - Prime Unit (16G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,27608000,,,82,
"Offices at The Galleon - Prime Unit (12G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,25284000,,,82,
"Studio Deluxe (47E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,13323000,1,1,46,
"1-Bedroom Unit (3614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16205000,1,,57,
"1-Bedroom Unit (1614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15562000,1,,58,
"1-Bedroom Unit (1514) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15492000,1,,58,
"1-Bedroom Unit (1410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15422000,1,1,58,
"1-Bedroom Unit (1026) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16052000,1,,58,
"2-Bedroom Condo Unit (29H) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,16461477,2,2,84,
"Offices at The Galleon - Prime Unit (21F) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,37366000,,,108,
"The Glaston Tower - Office Unit, Prime Unit (34N) for Sale in Ortigas East, Pasig Cit...",Ugong,Pasig,Metro Manila,28594000,,,101,
"2-Bedroom Unit (53O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,37172000,2,2,106,
"2-Bedroom Unit (3708) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26008000,2,1,89,
"1-Bedroom Unit (3903) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16618000,1,,57,
"1-Bedroom Unit (S48C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11379200,1,1,48,
"2-Bedroom Unit (N59A) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17530800,2,2,73,
"2-Bedroom Unit (21H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,41821000,2,2,114,
"2-Bedroom Unit (29E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42559000,2,2,114,
"1-Bedroom Unit (1114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15422000,1,,58,
"Studio (3212) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8323000,1,,35,
"1-Bedroom Unit (18C) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27110000,1,1,70,
"Offices at The Galleon - Prime Suite (34K) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,41710000,,,113,
"Offices at The Galleon - Glass Unit (23E) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31079000,,,90,
"2-Bedroom Unit (3418) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,27083000,2,1,89,
"Studio Deluxe (22E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12377000,1,1,45,
"1-Bedroom Unit (20K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27961000,1,1,69,
"1-Bedroom Unit (S43D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11088000,1,1,47,
"1-Bedroom Unit (N24E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12230400,1,1,57,
"Studio Condo Unit (11E) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,8300865,1,1,33,
"1 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,6500000,1,1,40,
"1-Bedroom Condo Unit (27A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,12169372,1,1,55,
"Offices at The Galleon - Prime Suite (22K) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,41161000,,,114,
"Studio (3119) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8746000,1,,35,
"5,000 sqm Industrial Lot for Sale in Laguindingan Technopark, Misamis Oriental",Moog,Laguindingan,Misamis Oriental,27500000,,,,5000
"2-Bedroom Unit (26E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42305000,2,2,114,
"Pre-Selling 1-Bedroom  Executive (51.00 sqm) in Galleria Residences 3, Cebu City",North Reclamation Area,Cebu,Cebu,8671350,1,,51,
"Studio Unit for Sale in Cerise Tower, Southwoods City, Binan, Laguna | 32sqm",San Francisco,Binan,Laguna,7200000,1,1,32,
"Pre-Selling Studio Unit (37.00 sqm) in Galleria Residences 3, Cebu City",North Reclamation Area,Cebu,Cebu,6392734,1,,37,
"3-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -AIRA Model",Alapan II-A,Imus,Cavite,5282600,3,,80,92
"Condominium with 2 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"Offices at The Galleon - Prime Unit (15M) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31403000,,,93,
"Studio (3512) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8365000,1,,35,
"2-Bedroom Unit (3708) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26008000,2,1,89,
"1-Bedroom Unit (52A) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,23718000,1,1,67,
"Studio Deluxe (16E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12265000,1,1,45,
"1-Bedroom Unit (30D) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,20739000,1,1,65,
"2-Bedroom Unit for Sale in Suntrust Asmara Tower 1, New Manila, Quezon City",New Manila,Quezon City,Metro Manila,6785600,2,1,39,
"1-Bedroom Unit (N47G1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,15672600,1,1,59,
"1-Bedroom Unit (N55E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17363800,1,1,64,
"2-Bedroom Unit (24O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,33272000,2,2,104,
"1-Bedroom Unit (S49C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11323200,1,1,48,
"2-Bedroom Unit (3418) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,27083000,2,1,89,
"Studio Deluxe (22E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12377000,1,1,45,
"1-Bedroom Unit (21F) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,21856000,1,1,67,
"2-Bedroom Unit (34L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,44555000,2,2,109,
"2-Bedroom Unit (15O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,32421000,2,2,104,
"1-Bedroom Unit (N43G2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11177600,1,1,44,
"3-Bedroom Unit (59H) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,57210000,3,3,152,
"Pre-Selling 1BR Executive in The Magnolia Residences D at New Manila QC, 12.2M",New Manila,Quezon City,Metro Manila,12200000,1,1,,
"2-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Arielle, NRFO...",Longos,Malolos,Bulacan,2424000,2,,36,40
"4-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Dana, NRFO",Longos,Malolos,Bulacan,6489000,4,,85,99
"2-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Alli, NRFO",Longos,Malolos,Bulacan,4324000,2,,40,88
"For Sale: 2BR Condo Unit in Valenzuela - Moldex Residences Valenzuela, Caramoan Bldg ...",Paso de Blas,Valenzuela,Metro Manila,4050000,2,2,36,
"2-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Brielle, BTS/...",Longos,Malolos,Bulacan,2338000,2,,40,40
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Friel...",Sapang Palay,San Jose del Monte,Bulacan,3966000,2,,50,79
"1-Bedroom Unit (2907) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16214000,1,,57,
"The Glaston Tower - Office Unit, Prime Unit (14K) for Sale in Ortigas East Pasig",Ugong,Pasig,Metro Manila,26153000,,,100,
"2-Bedroom Unit (S62G) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17912600,2,2,74,
"Offices at The Galleon - Prime Unit (26F) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,37825000,,,108,
"Suntrust Shanata, 2-Bedroom (Unit J) for Sale in Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"1-Bedroom Unit (1126) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16052000,1,,58,
"2-Bedroom Unit (2601) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,27178000,2,1,89,
"1-Bedroom Unit (3503) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16489000,1,,57,
"1-Bedroom Unit (3910) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16242000,1,,58,
"1-Bedroom Unit (N49E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11267200,1,1,44,
"1-Bedroom Condo Unit (22J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,12046848,1,1,57,
"1-Bedroom Unit (N32E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11188800,1,1,52,
"1-Bedroom Unit (1214) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15422000,1,,58,
"1-Bedroom Unit (1523) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16402000,1,,58,
"1-Bedroom Unit (4020) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16872000,1,,58,
"1-Bedroom Unit (3914) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16274000,1,,57,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 117-B",Cupang,Muntinlupa,Metro Manila,4644600,1,1,40,
"2-Bedroom Unit (16B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,31226000,2,2,104,
"1-Bedroom Unit (15D) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,20313000,1,1,65,
"1-Bedroom Unit (908) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15567000,1,1,56,
"1-Bedroom Unit (3706) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16411000,1,,57,
